Year,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
2007.0,0,68.2,175.0,0.0,1.64,0.0,9.0,0.0,64.7,0.0,79.0,11.99,79.0,0.1,7483.16,12753375.12,0.2,0.2,0.62,11.0
2006.0,0,68.0,176.0,0.0,1.73,0.0,84.0,0.0,64.1,0.0,81.0,11.92,67.0,0.1,7483.16,12753375.12,0.2,0.2,0.62,10.9
2005.0,0,67.9,178.0,0.0,1.9,0.0,91.0,0.0,63.6,0.0,94.0,12.11,94.0,0.1,7483.16,12753375.12,0.2,0.2,0.62,10.7
2004.0,0,67.7,179.0,0.0,2.02,0.0,8.0,0.0,63.2,0.0,82.0,9.936919291338597,78.0,0.1,7483.16,12753375.12,0.2,0.2,0.62,10.5
2003.0,0,67.5,18.0,0.0,3.15,0.0,89.0,0.0,62.8,0.0,88.0,9.69,92.0,0.1,7483.16,12753375.12,0.2,0.2,0.61,10.4
1997.6417322834645,0,66.2,21.0,0.0,2.78,0.0,85.0,0.0,62.4,0.0,84.0,8.2,84.0,0.1,7483.16,12753375.12,0.2,0.2,0.61,10.2
2001.0,0,67.2,183.0,0.0,2.82,0.0,81.0,0.0,62.0,0.0,79.0,8.58,75.0,0.1,7483.16,12753375.12,0.3,0.2,0.6,10.1
2000.0,0,67.0,185.0,0.0,2.23,0.0,87.0,0.0,61.5,0.0,85.0,7.88,85.0,0.1,7483.16,12753375.12,0.3,0.21758858267716552,0.501930118110236,8.480000000000004
2013.0,0,69.22,164.8,0.0,0.01,0.0,99.0,0.0,38.32,0.0,99.0,4.3,99.0,0.1,7483.16,12753375.12,4.84,4.87,0.63,11.99
2015.0,0,68.8,222.0,1.0,2.35,0.0,99.0,3308.5513152942112,52.7,1.0,99.0,5.18,99.0,0.1,3944.18,2976877.0,2.2,2.3,0.73,14.8
2014.0,0,68.4,225.0,1.0,0.01,281.0,99.0,0.0,51.5,1.0,99.0,4.73,99.0,0.1,4181.58,2923896.0,2.2,2.3,0.73,14.8
2013.0,0,68.1,227.0,1.0,0.01,241.2,98.0,0.0,5.4,1.0,98.0,4.21,98.0,0.1,4385.38,286917.0,2.2,2.3,0.72,14.7
2012.0,0,67.8,231.0,1.0,0.01,253.83,99.0,0.0,49.2,2.0,99.0,4.22,99.0,0.1,4368.82,2814226.0,2.2,2.3,0.71,14.7
2011.0,0,67.3,235.0,1.0,0.01,257.84,99.0,0.0,48.0,2.0,99.0,4.45,99.0,0.1,3769.6,2761516.0,2.2,2.3,0.7,14.6
2010.0,0,66.3,25.0,1.0,5.8,22.32,96.0,7.0,46.9,2.0,96.0,4.7,96.0,0.1,265.35,271265.0,2.2,2.3,0.69,14.3
2009.0,0,66.9,235.0,1.0,4.61,134.17,97.0,8.0,45.9,2.0,96.0,5.29,95.0,0.1,1717.9,2668289.0,2.2,2.3,0.69,13.8
2011.02206097612,0,67.4,225.0,2.0,4.26,181.01,96.0,31.0,44.9,2.0,95.0,5.58,96.0,0.1,2139.63,2628131.0,2.2,2.3,0.67,13.4
2007.0,0,65.9,26.0,2.0,3.79,126.7,98.0,12.0,43.9,2.0,99.0,5.6,95.0,0.1,1634.81,259167.0,2.2,2.4,0.66,13.0
2006.0,0,65.0,271.0,2.0,2.91,122.12,98.0,26.0,43.0,2.0,98.0,4.68,99.0,0.1,1334.65,255812.0,2.2,2.4,0.65,12.7
2005.0,0,64.5,274.0,2.0,2.75,98.68,98.0,0.0,42.1,2.0,99.0,5.9,99.0,0.1,998.82,2526446.0,2.3,2.4,0.64,11.8
2004.0,0,64.0,284.0,2.0,1.75,73.24,98.0,0.0,41.3,2.0,99.0,5.99,99.0,0.1,797.84,2496832.0,2.3,2.4,0.62,11.2
2003.0,0,64.0,271.0,2.0,1.31,56.06,98.0,18.0,4.5,2.0,98.0,6.18,98.0,0.1,646.56,2469286.0,2.4,2.5,0.61,10.5
2002.0,0,63.8,263.0,2.0,2.43,55.61,98.0,1205.0,39.8,2.0,98.0,5.81,98.0,0.1,571.52,2443659.0,2.4,2.5,0.6,10.1
2001.0,0,63.2,266.0,2.0,2.87,61.85,95.0,10677.0,39.1,3.0,95.0,5.45,95.0,0.1,524.15,2419776.0,2.5,2.6,0.59,9.4
2000.0,0,62.8,274.0,2.0,2.79,56.43,93.0,925.0,38.5,3.0,94.0,4.92,94.0,0.1,474.21,2397436.0,2.6,2.6,0.58,8.9
2015.0,0,76.1,16.0,0.0,2.58,0.0,82.0,0.0,61.8,0.0,89.0,7.42,89.0,0.1,6461.19,622159.0,1.8,1.8,0.8,15.1
2014.0,0,75.9,17.0,0.0,0.01,726.03,87.0,0.0,61.3,0.0,91.0,6.42,91.0,0.1,7378.35,62181.0,1.8,1.9,0.8,15.1
2013.0,0,75.8,19.0,0.0,0.01,707.14,9.0,0.0,6.7,0.0,94.0,6.43,94.0,0.1,7186.43,62127.0,1.8,1.9,0.8,15.1
2012.0,0,75.6,11.0,0.0,0.01,648.13,9.0,0.0,6.2,0.0,94.0,7.25,94.0,0.1,6586.72,6261.0,1.9,1.9,0.8,15.1
2011.0,0,75.4,113.0,0.0,6.56,666.74,91.0,5.0,59.7,0.0,95.0,6.92,95.0,0.1,7318.74,6279.0,1.9,2.0,0.79,15.1
2010.0,0,75.3,115.0,0.0,6.56,635.48,9.0,5.0,59.1,0.0,93.0,6.9,94.0,0.1,6682.28,619428.0,2.0,2.0,0.79,15.0
2009.0,0,75.0,117.0,0.0,6.45,489.68,87.0,0.0,58.5,0.0,91.0,6.7,92.0,0.1,6698.79,618294.0,2.0,2.1,0.78,14.6
2008.0,0,74.6,121.0,0.0,6.17,709.13,93.0,0.0,57.8,0.0,95.0,6.13,95.0,0.1,7325.73,616969.0,2.1,2.1,0.77,14.2
2007.0,0,74.2,125.0,0.0,4.98,678.52,9.0,0.0,57.2,0.0,92.0,6.74,92.0,0.1,5957.15,615875.0,2.1,2.2,0.76,13.6
2006.0,0,73.8,13.0,0.0,5.38,595.73,9.0,0.0,56.5,0.0,79.81590126291616,8.1,80.01750861079222,0.1,4383.6,61525.0,2.2,2.2,0.75,13.2
2005.0,0,73.6,133.0,0.0,2.58,527.31,48.5,0.0,55.7,0.0,84.3,8.46,84.5,0.1,3674.62,614261.0,2.3,2.3,0.75,12.8
2004.0,0,73.5,134.0,0.0,0.01,57.12,48.5,0.0,55.0,0.0,84.3,8.45,84.5,0.1,338.2,613353.0,2.3,2.4,0.74,12.6
2003.0,0,73.5,134.0,0.0,0.01,495.08,48.5,0.0,54.2,0.0,84.3,8.91,84.5,0.1,2789.17,612267.0,2.4,2.4,0.0,0.0
2002.0,0,73.4,136.0,0.0,0.01,36.48,48.5,0.0,53.5,0.0,84.3,8.33,84.5,0.1,216.24,69828.0,2.5,2.5,0.0,0.0
2001.0,0,73.3,136.0,0.0,0.01,33.67,48.5,0.0,52.7,0.0,84.3,8.23,84.5,0.1,199.58,67389.0,2.5,2.6,0.0,0.0
2000.0,0,73.0,144.0,0.0,0.01,274.55,48.5,0.0,51.9,0.0,84.3,7.32,84.5,0.1,1627.43,6495.0,2.6,2.7,0.0,0.0
2015.0,0,74.3,95.0,17.0,0.52,0.0,99.0,17.0,58.5,20.0,99.0,5.44,99.0,0.1,2847.29,3483322.0,6.4,6.2,0.64,12.1
2014.0,0,74.1,96.0,18.0,0.43,198.73,99.0,10.0,57.5,21.0,99.0,5.91,99.0,0.1,3154.51,3431882.0,6.4,6.2,0.64,12.1
2013.0,0,73.9,97.0,18.0,0.45,179.86,99.0,92.0,56.5,21.0,99.0,5.94,99.0,0.1,3111.76,33824769.0,6.4,6.2,0.63,12.1
2012.0,0,73.6,99.0,19.0,0.55,19.16,99.0,668.0,55.5,22.0,99.0,6.15,99.0,0.1,294.75,33333789.0,6.3,6.2,0.62,11.6
2011.0,0,73.3,14.0,19.0,0.54,22.09,98.0,982.0,54.6,22.0,98.0,5.99,99.0,0.1,339.92,32858823.0,6.3,6.2,0.61,11.2
2010.0,0,72.8,11.0,20.0,0.56,183.66,98.0,633.0,53.6,23.0,99.0,5.86,99.0,0.1,2834.25,3249639.0,6.3,6.2,0.6,10.7
2009.0,0,72.3,116.0,20.0,0.62,188.29,98.0,834.0,52.7,23.0,99.0,5.67,99.0,0.1,2861.55,31989897.0,6.4,6.2,0.6,10.5
2008.0,0,71.8,123.0,21.0,0.51,171.37,97.0,1455.0,51.7,24.0,99.0,5.41,99.0,0.1,2884.95,31596855.0,6.4,6.3,0.59,10.3
2007.0,0,71.4,128.0,21.0,0.56,157.64,95.0,2248.0,47.253311650156036,25.0,95.0,5.48,95.0,0.1,2494.35,31225881.0,6.4,6.3,0.58,10.0
2006.0,0,71.0,133.0,22.0,0.58,127.76,95.0,1217.0,49.9,25.0,97.0,5.23,97.0,0.1,2191.48,3869346.0,6.4,6.3,0.57,10.0
2005.0,0,77.0,137.0,22.0,0.47,9.47,96.0,0.0,49.1,26.0,98.0,5.6,98.0,0.1,213.76,35217.0,6.5,6.3,0.57,9.8
2004.0,0,72.0,142.0,23.0,0.56,100.36,95.0,6399.0,48.2,27.0,97.0,5.22,97.0,0.1,1948.81,3179285.0,6.5,6.4,0.56,9.6
2003.0,0,69.9,146.0,24.0,0.58,88.17,73.48667146675939,10841.0,47.3,28.0,91.0,5.25,91.0,0.1,1721.97,29843937.0,6.6,6.4,0.55,9.3
2002.0,0,69.5,15.0,25.0,0.46,66.73,92.0,6000.0,46.5,29.0,94.0,5.31,94.0,0.1,1413.76,29512368.0,6.6,6.5,0.54,8.8
2001.0,0,69.0,155.0,26.0,0.46,71.12,84.0,2724.0,45.7,30.0,93.0,4.44,96.0,0.1,1336.78,29181832.0,6.7,6.5,0.53,8.5
2000.0,0,68.6,16.0,27.0,0.45,63.42,43.0,7368.0,44.8,32.0,95.0,4.18,95.0,0.1,1332.38,28849621.0,6.7,6.6,0.52,8.0
2015.0,0,57.6,355.0,60.0,1.27,0.0,8.0,79.0,22.6,81.0,60.6097808930148,5.97,8.0,3.9,528.31,281691.0,3.6,3.5,0.41,9.1
2014.0,0,56.7,375.0,61.0,0.01,54.91,79.0,9.0,22.2,84.0,79.0,6.98,79.0,4.1,623.29,27212382.0,3.6,3.5,0.41,9.1
2013.0,0,55.3,46.0,62.0,1.16,5.81,78.0,8.0,21.8,87.0,78.0,5.9,78.0,5.1,65.99,26434372.0,3.6,3.5,0.4,9.1
2012.0,0,54.8,48.0,64.0,1.19,49.91,76.0,145.0,21.3,90.0,73.0,5.58,76.0,6.9,566.51,2567666.0,3.6,3.5,0.4,9.2
2011.0,0,54.3,47.0,66.0,0.94,40.81,76.0,177.0,2.9,94.0,73.0,6.23,76.0,9.6,526.53,249395.0,3.7,3.6,0.4,9.5
2010.0,0,54.0,47.0,69.0,0.96,5.74,74.0,2321.0,2.5,98.0,73.0,5.38,74.0,10.8,419.23,2422145.0,3.7,3.6,0.39,9.3
2009.0,0,53.8,4.0,70.0,1.18,39.75,74.0,60.0,2.1,101.0,74.0,5.43,74.0,11.3,463.85,2352463.0,3.7,3.6,0.38,9.2
2008.0,0,53.2,45.0,72.0,1.48,0.8,75.0,4.0,19.7,104.0,74.0,4.91,75.0,12.6,53.13,22846758.0,3.7,3.7,0.37,8.8
2007.0,0,52.1,425.0,74.0,1.03,53.95,75.0,267.0,19.3,108.0,75.0,5.25,75.0,14.1,422.15,22188387.0,3.8,3.7,0.36,8.2
2006.0,0,51.2,434.0,78.0,1.2,58.6,75.0,183.0,18.9,113.0,73.0,6.51,78.0,16.3,385.76,21547463.0,3.8,3.7,0.35,7.9
2005.0,0,58.0,434.0,80.0,1.23,67.33,75.0,12598.0,18.5,117.0,71.0,6.87,8.0,16.2,369.15,29237.0,3.9,3.8,0.34,7.3
2004.0,0,54.0,429.0,82.0,1.54,46.58,76.0,9396.0,18.1,120.0,69.0,5.91,83.0,15.9,336.33,231275.0,3.9,3.8,0.33,7.0
2003.0,0,51.0,424.0,85.0,1.68,42.53,76.0,6573.7709195002535,17.7,124.0,67.0,6.39,85.0,15.3,283.89,19716598.0,4.0,3.9,0.32,6.7
2002.0,0,49.8,416.0,87.0,2.16,40.83,76.0,7155.0,17.3,127.0,76.0,6.45,76.0,14.5,262.88,19139658.0,4.0,4.0,0.31,6.2
2001.0,0,49.5,48.0,90.0,2.09,37.83,25.0,7085.0,16.9,132.0,72.0,5.64,73.0,13.4,256.44,18588758.0,4.1,4.0,0.3,5.8
2000.0,0,49.0,43.0,93.0,1.14,47.17,67.87,7375.0,16.5,136.0,69.0,6.16,7.0,12.2,277.65,1867687.0,4.2,4.1,0.29,5.4
2015.0,0,66.6,199.0,39.0,0.35,0.0,89.0,6.0,23.8,50.0,89.0,2.01,89.0,0.3,1194.59,5243669.0,12.8,13.0,0.55,9.1
2014.0,0,66.4,21.0,40.0,0.01,45.34,88.0,122.0,22.9,52.0,88.0,2.28,88.0,0.3,1262.89,51924182.0,12.9,13.1,0.55,9.1
2013.0,0,66.2,22.0,42.0,0.7,38.34,75.0,1010.0,22.1,55.0,76.0,2.16,75.0,0.4,1168.84,51448196.0,12.9,13.2,0.54,9.1
2012.0,0,65.9,25.0,44.0,0.55,38.43,58.0,2175.0,21.3,58.0,87.0,2.22,84.0,0.5,1171.58,5986514.0,13.0,13.2,0.53,9.1
2011.0,0,65.6,27.0,47.0,0.33,21.24,4.0,2046.0,18.18964891041162,61.0,9.0,1.87,84.0,0.5,1186.42,555331.0,13.0,13.3,0.53,9.1
2010.0,0,65.4,29.0,49.0,0.3,17.48,92.0,190.0,19.8,65.0,9.0,1.92,9.0,0.5,987.74,5155896.0,13.1,13.3,0.52,8.8
2009.0,0,65.2,211.0,52.0,0.28,11.05,91.0,329.0,19.1,69.0,9.0,2.5,9.0,0.6,741.78,49869.0,13.1,13.4,0.5,8.5
2008.0,0,59.2,296.0,59.0,0.3,9.53,85.0,333.0,18.3,96.0,85.0,1.87,85.0,0.6,643.95,49479752.0,13.2,13.4,0.49,8.2
2007.0,0,64.5,217.0,58.0,0.26,0.53,85.0,1088.0,17.6,78.0,84.0,1.68,86.0,0.6,41.45,49171586.0,13.2,13.5,0.48,8.1
2006.0,0,64.2,22.0,61.0,0.28,4.63,75.0,760.0,17.0,83.0,82.0,1.78,82.0,0.6,296.97,48846474.0,13.2,13.5,0.47,8.0
2005.0,0,63.9,224.0,64.0,0.28,2.79,62.0,314.0,16.4,87.0,86.0,1.83,73.0,0.5,247.24,48482614.0,13.2,13.6,0.46,7.9
2004.0,0,63.5,228.0,66.0,0.44,4.15,39.0,1329.0,15.7,90.0,92.0,1.97,82.0,0.5,219.82,487377.0,13.3,13.6,0.46,7.8
2003.0,0,63.2,231.0,69.0,0.4,3.82,8.0,830.0,15.2,93.0,86.0,1.97,78.0,0.5,219.78,47624894.0,13.3,13.6,0.44,7.7
2002.0,0,62.8,235.0,71.0,0.41,3.42,65.46,736.0,14.6,96.0,84.0,2.5,79.0,0.4,143.78,471422.0,13.3,13.7,0.44,7.6
2001.0,0,62.5,239.0,72.0,0.38,1.92,65.46,2519.0,14.1,98.0,77.0,1.8,73.0,0.4,138.92,46627994.0,13.3,13.7,0.43,7.6
2000.0,0,62.1,243.0,73.0,0.35,2.51,65.46,845.0,13.6,100.0,88.0,1.84,82.0,0.4,193.19,4695462.0,13.3,13.7,0.42,7.5
2015.0,0,65.8,248.0,2.0,4.71,0.0,92.0,212.0,35.7,3.0,92.0,7.4,92.0,2.1,4737.67,2425561.0,8.2,8.1,0.64,11.7
2014.0,0,65.9,242.0,2.0,0.01,751.4,88.0,477.0,34.9,3.0,88.0,8.93,88.0,2.2,5421.34,237992.0,8.6,8.5,0.63,11.7
2013.0,0,66.1,232.0,3.0,0.01,760.66,89.0,1028.0,34.1,3.0,89.0,8.53,89.0,2.5,5488.13,231652.0,9.0,8.9,0.62,11.6
2012.0,0,65.8,232.0,3.0,0.01,796.87,84.0,86.0,33.3,4.0,84.0,8.24,84.0,3.7,5749.45,2263934.0,9.5,9.4,0.62,11.5
2011.0,0,64.3,268.0,3.0,7.84,7.9,82.0,79.0,32.5,4.0,85.0,8.78,82.0,4.7,56.97,2215621.0,9.9,9.9,0.61,11.5
2010.0,0,63.0,299.0,3.0,7.58,719.55,83.0,3138.0,31.8,4.0,83.0,7.89,83.0,6.2,5191.58,217317.0,1.4,1.4,0.6,11.4
2009.0,0,62.4,36.0,3.0,7.99,575.67,86.33,4076.0,31.0,4.0,83.0,8.5,83.0,8.7,4153.5,21374.0,1.9,1.9,0.6,11.4
2008.0,0,61.7,317.0,3.0,6.28,59.55,86.33,0.0,29.042805585536964,4.0,83.0,7.15,83.0,11.7,429.66,216375.0,11.5,11.4,0.59,11.3
2007.0,0,60.0,356.0,3.0,5.12,62.11,86.33,21.0,29.4,4.0,81.0,6.99,86.0,15.2,422.52,279915.0,12.0,12.0,0.58,11.3
2006.0,0,57.0,431.0,3.0,4.94,459.16,86.33,3.0,28.7,4.0,74.0,7.2,86.0,19.2,3881.3,255734.0,12.6,12.6,0.57,11.4
2005.0,0,55.1,477.0,3.0,4.89,457.72,86.33,4.0,27.9,4.0,86.0,7.32,86.0,22.1,3573.15,232196.0,13.1,13.1,0.56,11.6
2004.0,0,54.7,483.0,3.0,4.8,368.28,86.33,4.0,27.2,4.0,81.0,6.47,81.0,24.0,3288.26,29228.0,13.7,13.7,0.56,11.7
2003.0,0,55.0,471.0,3.0,5.28,294.66,86.33,262.0,26.5,4.0,82.0,6.52,79.0,24.7,2482.37,1986535.0,14.2,14.3,0.55,11.7
2002.0,0,55.7,452.0,3.0,5.09,203.73,86.33,1278.0,25.8,4.0,78.0,6.17,77.0,24.6,1713.48,1962147.0,14.7,14.8,0.56,11.8
2001.0,0,56.5,426.0,3.0,5.09,205.81,86.33,416.0,25.1,4.0,79.0,6.18,78.0,23.9,1834.29,1933596.0,15.2,15.4,0.56,11.7
2000.0,0,57.4,371.7658189422557,3.0,5.73,35.81,86.33,469.0,24.5,4.0,74.25114678899082,6.11,79.0,22.8,258.0,1899257.0,15.7,15.9,0.56,11.5
2013.0,0,69.22,164.8,0.0,0.01,15.61,87.0,0.0,87.3,0.0,87.0,4.65,87.0,0.1,136.18,12753375.12,0.1,0.1,0.63,9.6
2012.853059496083,0,69.2,165.0,17.0,0.19,0.0,91.0,1599.0,17.88765615075164,21.0,9.0,5.89,91.0,0.1,743.77,28656282.0,16.13302985390642,16.1,0.56,12.2
2014.0,0,69.6,158.0,18.0,0.21907284236348895,8.52,92.0,1279.0,18.5,22.0,92.0,5.8,92.0,0.1,76.24,28323241.0,15.9,16.3,0.55,12.4
2013.0,0,69.3,162.0,19.0,0.27,80.16,92.0,1861.0,18.0,24.0,92.0,5.69,92.0,0.1,688.62,2798531.0,16.1,16.5,0.55,12.3
2012.0,0,68.9,167.0,20.0,0.26,80.59,9.0,3362.0,17.4,25.0,9.0,5.89,9.0,0.2,681.79,27649925.0,16.3,16.7,0.54,12.3
2011.0,0,68.4,172.0,22.0,0.27,112.12,92.0,2359.0,16.9,27.0,92.0,6.73,92.0,0.2,692.12,27327147.0,16.5,16.9,0.53,12.0
2010.0,0,68.0,178.0,23.0,0.24,84.62,82.0,190.0,16.4,30.0,83.0,6.43,82.0,0.2,592.18,2723137.0,16.7,17.2,0.52,11.1
2009.0,0,67.5,183.0,25.0,0.22,6.19,89.0,189.0,15.9,32.0,93.0,6.41,89.0,0.2,48.73,2674113.0,16.9,17.4,0.5,10.5
2008.0,0,67.0,189.0,27.0,0.21,70.27,82.0,2089.0,15.4,35.0,82.0,6.44,82.0,0.2,473.84,26475859.0,17.0,17.6,0.49,10.1
2007.0,0,66.6,194.0,29.0,0.2,52.23,82.0,1415.0,14.9,38.0,82.0,5.84,82.0,0.2,393.88,26214847.0,17.2,17.8,0.49,10.0
2006.0,0,66.0,21.0,31.0,0.2,45.88,69.0,2838.0,14.4,41.0,91.0,5.7,89.0,0.2,348.63,2594618.0,17.4,18.0,0.48,9.6
2005.0,0,65.4,28.0,33.0,0.2,4.26,41.0,5023.0,13.9,44.0,78.0,5.72,75.0,0.2,317.89,2564287.0,17.6,18.2,0.47,9.4
2004.0,0,64.7,218.0,35.0,0.21,31.93,27.0,12074.0,13.4,47.0,8.0,5.82,8.0,0.2,287.42,2539449.0,17.8,18.4,0.46,9.3
2003.0,0,64.3,22.0,38.0,0.2,2.79,2.0,13344.0,12.9,50.0,76.0,5.48,78.0,0.1,253.72,2495623.0,18.0,18.6,0.46,9.2
2002.0,0,63.1,238.0,40.0,0.19,23.18,65.38,6749.0,12.4,54.0,72.0,5.6,72.0,0.1,246.38,24566342.0,18.2,18.8,0.45,8.6
2001.0,0,63.2,23.0,43.0,0.09,21.93,65.38,10849.0,11.9,58.0,73.0,5.36,72.0,0.1,248.62,24161777.0,18.3,19.0,0.45,9.0
2000.0,0,62.5,238.0,46.0,0.08,17.91,65.38,9397.0,11.4,62.0,74.0,5.43,74.0,0.1,231.43,2374911.0,18.5,19.2,0.44,8.9
2015.0,1,81.9,57.0,1.0,8.85,0.0,94.0,7.0,62.1,1.0,95.0,7.14,95.0,0.1,44292.88,16939923.0,1.0,0.9,0.92,18.1
2014.0,1,81.7,58.0,1.0,8.783882676562984,1491.7,92.0,140.0,61.6,1.0,96.0,1.9,96.0,0.1,52157.47,168658.0,1.0,0.9,0.92,18.1
2013.0,1,81.4,6.0,1.0,8.68,1475.03,51.0,247.37093282549586,61.0,1.0,97.0,11.4,97.0,0.1,51574.49,1684432.0,1.0,0.9,0.92,18.1
2012.0,1,81.1,62.0,1.0,9.05,1162.66,2.0,10.0,53.945393926569764,1.0,97.0,11.1,97.0,0.1,49474.76,16754962.0,1.0,0.9,0.92,18.1
2011.0,1,81.1,63.0,1.0,8.96,1047.37,2.0,51.0,59.9,1.0,97.0,1.53,97.0,0.1,5354.65,1669374.0,1.0,0.9,0.91,17.2
2010.0,1,88.0,64.0,1.0,9.33,1035.62,48.2,15.0,59.3,1.0,97.0,1.48,97.0,0.1,5338.25,16615394.0,1.0,0.9,0.91,17.0
2009.0,1,86.0,65.0,1.0,9.23,96.86,48.2,15.0,58.6,1.0,97.0,1.29,97.0,0.1,519.35,1653388.0,1.0,0.9,0.91,16.9
2008.0,1,83.0,68.0,1.0,9.62,10873.41,48.2,109.0,57.9,1.0,97.0,9.57,97.0,0.1,56928.82,16445593.0,1.0,0.9,0.9,16.8
2007.0,1,82.0,68.0,1.0,9.53,9689.73,48.2,10.0,57.3,1.0,97.0,9.36,97.0,0.1,51241.32,16381696.0,1.0,1.0,0.9,16.6
2006.0,1,79.8,71.0,1.0,9.79,8344.01,48.2,1.0,56.5,1.0,96.0,9.36,96.0,0.1,44453.97,1634611.0,1.0,1.0,0.89,16.5
2005.0,1,79.4,72.0,1.0,9.69,6577.51,48.2,4.0,55.8,1.0,96.0,9.6,96.0,0.1,41577.17,16319868.0,1.0,1.0,0.89,16.4
2004.0,1,79.2,77.0,1.0,9.56,5170.13,48.2,11.0,55.0,1.0,98.0,8.52,98.0,0.1,39954.64,16281779.0,1.0,1.0,0.88,16.5
2003.0,1,78.7,8.0,1.0,9.56,4472.61,48.2,4.0,54.2,1.0,98.0,8.46,98.0,0.1,35245.16,1622532.0,1.1,1.0,0.88,16.5
2002.0,1,78.4,81.0,1.0,9.68,3455.2,48.2,3.0,53.4,1.0,97.0,8.34,97.0,0.1,28817.32,16148929.0,1.1,1.0,0.88,16.9
2001.0,1,78.3,82.0,1.0,9.95,3054.52,48.2,0.0,52.6,1.0,97.0,7.79,97.0,0.1,26584.12,164618.0,1.1,1.1,0.88,16.7
2000.0,1,78.1,84.0,1.0,10.06,2944.64,48.2,1019.0,51.8,1.0,97.0,7.42,97.0,0.1,25921.13,15925513.0,1.1,1.1,0.87,16.5
2015.0,1,81.6,66.0,0.0,8.7,0.0,92.0,10.0,67.5,0.0,92.0,8.88,92.0,0.1,3821.89,12753375.12,0.4,0.3,0.91,19.2
2014.0,1,81.5,67.0,0.0,9.07,1040.28,93.0,280.0,66.9,0.0,93.0,11.3,93.0,0.1,4453.25,12753375.12,0.4,0.3,0.91,19.2
2013.0,1,81.3,69.0,0.0,9.18,10019.08,93.0,8.0,66.4,0.0,92.0,11.17,92.0,0.1,42889.88,12753375.12,0.3,0.3,0.91,19.3
2012.0,1,81.1,71.7661594772244,0.0,9.2,924.57,93.0,68.0,65.9,0.0,93.0,11.53,93.0,0.1,3997.26,12753375.12,0.3,0.3,0.9,19.5
2011.0,1,86.0,72.0,0.0,9.47,8342.41,95.0,597.0,65.3,0.0,95.0,11.24,95.0,0.1,38426.56,12753375.12,0.3,0.3,0.9,19.7
2010.0,1,89.0,71.0,0.0,9.62,6664.15,9.0,43.0,64.8,0.0,93.0,11.2,93.0,0.1,33691.35,12753375.12,0.3,0.3,0.9,20.3
2009.0,1,85.0,73.0,0.0,9.24,63.58,93.0,198.0,64.3,0.0,92.0,11.21,92.0,0.1,282.94,12753375.12,0.3,0.3,0.9,19.3
2008.0,1,81.0,75.0,0.0,9.49,6761.29,9.0,0.0,63.8,0.0,89.0,8.732088611233536,89.0,0.1,31287.78,12753375.12,0.3,0.3,0.89,19.5
2007.0,1,81.0,76.0,0.0,9.19,606.31,88.0,25.0,63.2,0.0,88.0,8.35,88.0,0.1,3259.73,12753375.12,0.3,0.3,0.89,19.2
2006.0,1,79.9,76.0,0.0,9.34,496.22,87.0,20.0,62.6,0.0,89.0,8.65,89.0,0.1,2667.86,12753375.12,0.3,0.3,0.89,19.1
2005.0,1,79.9,78.0,0.0,9.31,491.06,87.0,20.0,62.1,0.0,89.0,8.25,89.0,0.1,2775.9,12753375.12,0.3,0.3,0.89,18.9
2004.0,1,79.2,79.0,0.0,9.15,442.38,88.0,33.0,61.5,0.0,87.0,7.89,89.0,0.1,2542.4,12753375.12,0.3,0.3,0.88,18.4
2003.0,1,79.1,82.0,0.0,8.91,3661.79,89.0,66.0,6.9,0.0,86.0,7.71,9.0,0.1,21913.78,12753375.12,0.3,0.3,0.88,18.2
2002.0,1,78.7,83.0,0.0,9.13,2892.26,89.0,21.0,6.3,0.0,84.0,7.89,9.0,0.1,16874.31,12753375.12,0.3,0.3,0.87,17.5
2001.0,1,78.5,83.0,0.0,8.75,2205.99,9.0,65.0,59.6,0.0,82.0,7.58,9.0,0.1,13882.86,12753375.12,0.3,0.3,0.87,17.4
2000.0,1,78.6,87.0,0.0,8.91,2143.02,9.0,65.0,58.9,0.0,82.0,7.47,9.0,0.1,13641.13,12753375.12,0.3,0.3,0.86,17.2
2015.0,0,74.8,145.0,2.0,3.6,0.0,98.0,0.0,54.0,2.0,99.0,6.73,98.0,0.1,295.97,68235.0,1.8,1.7,0.64,11.7
2014.0,0,74.5,148.0,2.0,3.55,473.12,98.0,0.0,53.2,3.0,99.0,9.4,98.0,0.1,1975.46,613997.0,1.8,1.7,0.64,11.6
2013.0,0,73.9,157.0,2.0,3.58,366.48,98.0,0.0,52.4,3.0,99.0,8.43,98.0,0.1,1847.2,5945747.0,1.8,1.7,0.63,11.5
2012.0,0,73.9,157.0,2.0,3.63,334.82,98.0,0.0,51.7,3.0,99.0,8.4,98.0,0.1,1792.38,587718.0,1.8,1.7,0.62,11.5
2011.0,0,74.5,147.0,3.0,3.39,321.61,98.0,0.0,5.9,3.0,99.0,6.39,98.0,0.1,1682.96,58782.0,1.8,1.8,0.62,11.5
2010.0,0,73.2,154.0,3.0,3.38,302.7,98.0,0.0,5.2,3.0,99.0,6.58,98.0,0.1,1526.5,5737723.0,1.9,1.8,0.61,11.4
